tissue	phenotype	pearson	spearman	data
Adipose_Subcutaneous	UKB_20002_1262_self_reported_parkinsons_disease	0.017792950251233	-0.000836967174562262	shuffled
Adipose_Subcutaneous	UKB_20002_1265_self_reported_migraine	0.0905899643839661	0.0853021819576779	real
Adipose_Subcutaneous	UKB_20002_1265_self_reported_migraine	-0.00145596491545102	0.00311287538229379	shuffled
Adipose_Subcutaneous	UKB_20002_1289_self_reported_schizophrenia	0.102571094007305	0.100751488674085	real
Adipose_Subcutaneous	UKB_20002_1289_self_reported_schizophrenia	0.00438735419118936	0.0163979483399397	shuffled
Adipose_Subcutaneous	UKB_20002_1309_self_reported_osteoporosis	0.0967693805080768	0.0810766411992649	real
Adipose_Subcutaneous	UKB_20002_1309_self_reported_osteoporosis	-0.00608686756145005	0.000787000563117704	shuffled
Adipose_Subcutaneous	UKB_20002_1313_self_reported_ankylosing_spondylitis	0.0796759874276734	0.0817504388157131	real
Adipose_Subcutaneous	UKB_20002_1313_self_reported_ankylosing_spondylitis	0.00271567882651187	0.0124018631242868	shuffled
Adipose_Subcutaneous	UKB_20002_1452_self_reported_eczema_or_dermatitis	0.0863720952489699	0.0724721414924332	real
Adipose_Subcutaneous	UKB_20002_1452_self_reported_eczema_or_dermatitis	0.00512193909129192	0.00962582847041029	shuffled
Adipose_Subcutaneous	UKB_20002_1453_self_reported_psoriasis	0.0955129325968335	0.0977793073412085	real
Adipose_Subcutaneous	UKB_20002_1453_self_reported_psoriasis	0.00276138195084506	0.00618359914643271	shuffled
Adipose_Subcutaneous	UKB_20002_1461_self_reported_inflammatory_bowel_disease	0.0851631040969228	0.0772698478428565	real
Adipose_Subcutaneous	UKB_20002_1461_self_reported_inflammatory_bowel_disease	-0.00487598801763443	-0.000475975029375143	shuffled
Adipose_Subcutaneous	UKB_20002_1462_self_reported_crohns_disease	0.0904802658766368	0.0749085850148721	real
Adipose_Subcutaneous	UKB_20002_1462_self_reported_crohns_disease	-0.0094482849113436	-0.00347488197643915	shuffled
Adipose_Subcutaneous	UKB_20002_1463_self_reported_ulcerative_colitis	0.100135133630222	0.0819000927105372	real
Adipose_Subcutaneous	UKB_20002_1463_self_reported_ulcerative_colitis	-0.00288963122916404	-0.00392210605286416	shuffled
Adipose_Subcutaneous	UKB_20002_1464_self_reported_rheumatoid_arthritis	0.101970554821306	0.0927823115667777	real
Adipose_Subcutaneous	UKB_20002_1464_self_reported_rheumatoid_arthritis	0.0103326588783096	0.0012095285706029	shuffled
Adipose_Subcutaneous	UKB_20002_1466_self_reported_gout	0.0832449740762503	0.0751479476627808	real
Adipose_Subcutaneous	UKB_20002_1466_self_reported_gout	0.00165660035287576	-0.0118128417153003	shuffled
Adipose_Subcutaneous	UKB_20002_1473_self_reported_high_cholesterol	0.064766134144375	0.0648137333766205	real
Adipose_Subcutaneous	UKB_20002_1473_self_reported_high_cholesterol	-0.0105979788238528	-0.00210818220121268	shuffled
Adipose_Subcutaneous	UKB_20002_1616_self_reported_insomnia	0.0973604642641909	0.0908329751571473	real
Adipose_Subcutaneous	UKB_20002_1616_self_reported_insomnia	0.00888750766741915	-0.00615733855090417	shuffled
Adipose_Subcutaneous	UKB_2395_2_Hair_or_balding_pattern_Pattern_2	0.102461578213458	0.0802342221284286	real
Adipose_Subcutaneous	UKB_2395_2_Hair_or_balding_pattern_Pattern_2	0.00499537104969671	0.0058009317946332	shuffled
Adipose_Subcutaneous	UKB_2395_3_Hair_or_balding_pattern_Pattern_3	0.0954049670574455	0.0846872302391763	real
Adipose_Subcutaneous	UKB_2395_3_Hair_or_balding_pattern_Pattern_3	-0.00450221056099427	-0.00170864794756627	shuffled
Adipose_Subcutaneous	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	0.0792928415449657	0.0722091922753694	real
Adipose_Subcutaneous	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	0.00887438210527377	-0.000338864166191587	shuffled
Adipose_Subcutaneous	UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	0.0847473381338735	0.0789987213069089	real
Adipose_Subcutaneous	UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	0.0132276473087102	-0.000565340335353085	shuffled
Adipose_Subcutaneous	UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	0.097757459896316	0.0921098660091454	real
Adipose_Subcutaneous	UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	-0.00493802583138689	-0.00717353609807935	shuffled
Adipose_Subcutaneous	UKB_6152_7_diagnosed_by_doctor_Blood_clot_in_the_lung	0.084962881251012	0.0777691616915121	real
Adipose_Subcutaneous	UKB_6152_7_diagnosed_by_doctor_Blood_clot_in_the_lung	-0.00179172876225655	-0.0104783342915951	shuffled
Adipose_Subcutaneous	UKB_6152_8_diagnosed_by_doctor_Asthma	0.0799428977289066	0.0734189543841939	real
Adipose_Subcutaneous	UKB_6152_8_diagnosed_by_doctor_Asthma	0.0235548521412189	0.00181662797014364	shuffled
Adipose_Subcutaneous	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	0.0713167481773113	0.0607655330733266	real
Adipose_Subcutaneous	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	-0.00459066178311561	-0.00956268901392373	shuffled
Adipose_Subcutaneous	UKB_G40_Diagnoses_main_ICD10_G40_Epilepsy	0.0933187198779534	0.0852642623414368	real
Adipose_Subcutaneous	UKB_G40_Diagnoses_main_ICD10_G40_Epilepsy	0.00754038998592587	0.00622540574940555	shuffled
Adipose_Subcutaneous	UKB_G43_Diagnoses_main_ICD10_G43_Migraine	0.104489359611009	0.093842051890938	real
Adipose_Subcutaneous	UKB_G43_Diagnoses_main_ICD10_G43_Migraine	-0.00835625876749784	0.00395899195908781	shuffled
Adipose_Subcutaneous	UKB_20002_1065_self_reported_hypertension	0.0721063011430711	0.0644793493727711	real
Adipose_Subcutaneous	UKB_20002_1065_self_reported_hypertension	0.00754848150853957	0.00278304281202232	shuffled
Adipose_Subcutaneous	MAGIC_FastingGlucose	0.0722551139647613	0.0479649283771845	real
Adipose_Subcutaneous	MAGIC_FastingGlucose	-0.000794075263604748	0.0218261093112046	shuffled
Adipose_Subcutaneous	MAGIC_ln_FastingInsulin	0.072212289111682	0.0632116012910499	real
Adipose_Subcutaneous	MAGIC_ln_FastingInsulin	-0.011744524158443	-0.00329282803430353	shuffled
Adipose_Subcutaneous	SSGAC_Depressive_Symptoms	0.0716764578348677	0.0709027648293314	real
Adipose_Subcutaneous	SSGAC_Depressive_Symptoms	-0.00849243235215737	-0.00240626758984281	shuffled
Adipose_Subcutaneous	MAGNETIC_CH2.DB.ratio	0.0858584626535778	0.0731258892205999	real
Adipose_Subcutaneous	MAGNETIC_CH2.DB.ratio	0.0116819157943757	-0.00826021475295772	shuffled
Adipose_Subcutaneous	MAGNETIC_HDL.C	0.0909580367607257	0.0876946934993625	real
Adipose_Subcutaneous	MAGNETIC_HDL.C	-0.00274439246199726	-0.00321839995695294	shuffled
Adipose_Subcutaneous	MAGNETIC_IDL.TG	0.103694041359811	0.0913920197539351	real
Adipose_Subcutaneous	MAGNETIC_IDL.TG	0.000420424413546983	-0.00155246770678204	shuffled
Adipose_Subcutaneous	MAGNETIC_LDL.C	0.108291650921408	0.0897734963564604	real
Adipose_Subcutaneous	MAGNETIC_LDL.C	-0.00445728833595392	0.00853839511840307	shuffled
Adipose_Subcutaneous	CARDIoGRAM_C4D_CAD_ADDITIVE	0.0898582336153271	0.0735743622784381	real
Adipose_Subcutaneous	CARDIoGRAM_C4D_CAD_ADDITIVE	-0.00220356287911527	-0.0153156906634113	shuffled
Adipose_Subcutaneous	SSGAC_Education_Years_Pooled	0.0832448402601857	0.0697438607557797	real
Adipose_Subcutaneous	SSGAC_Education_Years_Pooled	0.00702238175255613	-0.0120304749491973	shuffled
Adipose_Subcutaneous	Astle_et_al_2016_Eosinophil_counts	0.0833164655451961	0.0657873485506071	real
Adipose_Subcutaneous	Astle_et_al_2016_Eosinophil_counts	-0.00517230978165659	0.0128379923032797	shuffled
Adipose_Subcutaneous	Astle_et_al_2016_Granulocyte_count	0.0917234744614877	0.0653267938240606	real
Adipose_Subcutaneous	Astle_et_al_2016_Granulocyte_count	-0.0165792996490108	-0.00742583524479011	shuffled
Adipose_Subcutaneous	Astle_et_al_2016_High_light_scatter_reticulocyte_count	0.0909534345301261	0.0834161078818545	real
Adipose_Subcutaneous	Astle_et_al_2016_High_light_scatter_reticulocyte_count	-0.000819594614424003	0.000959857187324573	shuffled
Adipose_Subcutaneous	Astle_et_al_2016_Lymphocyte_counts	0.0864947287774237	0.0725030129061191	real
Adipose_Subcutaneous	Astle_et_al_2016_Lymphocyte_counts	-0.00343104019768781	0.000827100458957485	shuffled
Adipose_Subcutaneous	Astle_et_al_2016_Monocyte_count	0.069252732484696	0.071690023885693	real
Adipose_Subcutaneous	Astle_et_al_2016_Monocyte_count	0.00351288454201097	-0.00931860144214862	shuffled
Adipose_Subcutaneous	Astle_et_al_2016_Myeloid_white_cell_count	0.0898388109681387	0.0641878910827845	real
Adipose_Subcutaneous	Astle_et_al_2016_Myeloid_white_cell_count	-0.00550228102683859	-0.00382152449615086	shuffled
Adipose_Subcutaneous	Astle_et_al_2016_Neutrophil_count	0.0940576597517301	0.0676926798189605	real
Adipose_Subcutaneous	Astle_et_al_2016_Neutrophil_count	0.00845480734966921	-0.0114723342801424	shuffled
Adipose_Subcutaneous	Astle_et_al_2016_Platelet_count	0.0536508459632404	0.0607250636026987	real
Adipose_Subcutaneous	Astle_et_al_2016_Platelet_count	-0.00239181817763706	0.0106087507320816	shuffled
Adipose_Subcutaneous	Astle_et_al_2016_Red_blood_cell_count	0.0866053723492866	0.0696633527980162	real
Adipose_Subcutaneous	Astle_et_al_2016_Red_blood_cell_count	0.0122133593335983	0.0142001580275242	shuffled
Adipose_Subcutaneous	Astle_et_al_2016_Reticulocyte_count	0.0863657384044942	0.0807434557450464	real
Adipose_Subcutaneous	Astle_et_al_2016_Reticulocyte_count	0.0132607843039826	-0.00772387811860742	shuffled
Adipose_Subcutaneous	Astle_et_al_2016_Sum_basophil_neutrophil_counts	0.0946510431254974	0.0680560056373694	real
Adipose_Subcutaneous	Astle_et_al_2016_Sum_basophil_neutrophil_counts	-0.00303210823438856	-0.00240959117071952	shuffled
Adipose_Subcutaneous	Astle_et_al_2016_Sum_eosinophil_basophil_counts	0.0798352291965777	0.0606065594746271	real
Adipose_Subcutaneous	Astle_et_al_2016_Sum_eosinophil_basophil_counts	0.00272426848258596	-0.00455904017423546	shuffled
Adipose_Subcutaneous	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	0.0906377091119072	0.0645558488549903	real
Adipose_Subcutaneous	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	-0.000436595195057808	0.000613081341246605	shuffled
Adipose_Subcutaneous	Astle_et_al_2016_White_blood_cell_count	0.0885135281162482	0.0721347141109811	real
Adipose_Subcutaneous	Astle_et_al_2016_White_blood_cell_count	-0.00636194795165645	-0.000587726178001733	shuffled
Adipose_Subcutaneous	ENIGMA_Intracraneal_Volume	0.0898528929305983	0.0805985387091261	real
Adipose_Subcutaneous	ENIGMA_Intracraneal_Volume	0.00896526552136497	0.00323793085123873	shuffled
Adipose_Subcutaneous	GIANT_HEIGHT	0.0216415478501995	0.00528864622084689	real
Adipose_Subcutaneous	GIANT_HEIGHT	-0.00154210872080867	0.00933813951981568	shuffled
Adipose_Subcutaneous	Jones_et_al_2016_Chronotype	0.0869430392790781	0.0773354754710009	real
Adipose_Subcutaneous	Jones_et_al_2016_Chronotype	-0.000718426741314292	-0.00138578914806735	shuffled
Adipose_Subcutaneous	Jones_et_al_2016_SleepDuration	0.0922372573209968	0.0832631633603371	real
Adipose_Subcutaneous	Jones_et_al_2016_SleepDuration	-0.00216553776309626	-0.0139264515681115	shuffled
Adipose_Subcutaneous	pgc.scz2	0.0719012487936469	0.0607895570571067	real
Adipose_Subcutaneous	pgc.scz2	-0.00818798587252816	0.00616475444338122	shuffled
Adipose_Subcutaneous	RA_OKADA_TRANS_ETHNIC	0.0986095949143007	0.0936510242877191	real
Adipose_Subcutaneous	RA_OKADA_TRANS_ETHNIC	0.00926705693517787	-0.00754051657652728	shuffled
Adipose_Subcutaneous	CNCR_Insomnia_all	0.077701148413414	0.0719450545921184	real
Adipose_Subcutaneous	CNCR_Insomnia_all	0.00432244316265109	-0.00131142384279855	shuffled
Adipose_Subcutaneous	EAGLE_Eczema	0.112392318273876	0.0970714517702837	real
Adipose_Subcutaneous	EAGLE_Eczema	0.0055598630513008	-0.00252151790478609	shuffled
Adipose_Subcutaneous	IBD.EUR.Crohns_Disease	0.0995538409038713	0.0721446092678772	real
Adipose_Subcutaneous	IBD.EUR.Crohns_Disease	0.00902870475587103	0.00178356858079507	shuffled
Adipose_Subcutaneous	IBD.EUR.Inflammatory_Bowel_Disease	0.109862450990089	0.0851836523192549	real
Adipose_Subcutaneous	IBD.EUR.Inflammatory_Bowel_Disease	-0.00476163448315757	-0.00318835839953947	shuffled
Adipose_Subcutaneous	IBD.EUR.Ulcerative_Colitis	0.121354790587521	0.0896795970398278	real
Adipose_Subcutaneous	IBD.EUR.Ulcerative_Colitis	0.00495858387195465	0.00360357966726418	shuffled
Adipose_Subcutaneous	IGAP_Alzheimer	0.101369330135823	0.0754064193827011	real
Adipose_Subcutaneous	IGAP_Alzheimer	0.000547518392758537	-0.00393527741572761	shuffled
Adipose_Subcutaneous	IMMUNOBASE_Systemic_lupus_erythematosus_hg19	0.103076305143333	0.0896822418952968	real
Adipose_Subcutaneous	IMMUNOBASE_Systemic_lupus_erythematosus_hg19	-0.00185787838556217	-0.00589739901712556	shuffled
Adipose_Subcutaneous	PGC_ADHD_EUR_2017	0.0894593244315711	0.0762078300443158	real
Adipose_Subcutaneous	PGC_ADHD_EUR_2017	0.00775498915073816	0.00763952201956505	shuffled
Adipose_Subcutaneous	BCAC_ER_negative_BreastCancer_EUR	0.0969542574179275	0.0846905046464053	real
Adipose_Subcutaneous	BCAC_ER_negative_BreastCancer_EUR	-0.00442795153999512	-0.00177356136982703	shuffled
Adipose_Subcutaneous	BCAC_ER_positive_BreastCancer_EUR	0.100997935781643	0.0863367290820015	real
Adipose_Subcutaneous	BCAC_ER_positive_BreastCancer_EUR	-0.00237616115835756	0.0115123972265567	shuffled
Adipose_Subcutaneous	BCAC_Overall_BreastCancer_EUR	0.0918035251155511	0.0810177338803294	real
Adipose_Subcutaneous	BCAC_Overall_BreastCancer_EUR	0.00034655640253577	-0.00711129116347174	shuffled
Adipose_Subcutaneous	EGG_BW3_EUR	0.0864942177715755	0.0733399501329711	real
Adipose_Subcutaneous	EGG_BW3_EUR	-0.0051005557282432	0.00732242260157471	shuffled
Adipose_Subcutaneous	GEFOS_Forearm	0.0990617441557489	0.0951997806439285	real
Adipose_Subcutaneous	GEFOS_Forearm	-0.00374941120603022	3.62480464868234e-05	shuffled
Adipose_Visceral_Omentum	UKB_1160_Sleep_duration	0.0937300394310639	0.0823375513078127	real
Adipose_Visceral_Omentum	UKB_1160_Sleep_duration	-0.00844500441013459	-0.0119770878599153	shuffled
Adipose_Visceral_Omentum	UKB_1180_Morning_or_evening_person_chronotype	0.0783338580677	0.0669453525903786	real
Adipose_Visceral_Omentum	UKB_1180_Morning_or_evening_person_chronotype	0.00935555565624002	0.000664507139767644	shuffled
Adipose_Visceral_Omentum	UKB_1200_Sleeplessness_or_insomnia	0.0985942241182088	0.0787874435788238	real
Adipose_Visceral_Omentum	UKB_1200_Sleeplessness_or_insomnia	0.00828620869122754	-0.00579247911774446	shuffled
Adipose_Visceral_Omentum	UKB_1807_Fathers_age_at_death	0.100008011696975	0.0895282426200894	real
Adipose_Visceral_Omentum	UKB_1807_Fathers_age_at_death	-0.00035641435144733	0.0121505377618359	shuffled
Adipose_Visceral_Omentum	UKB_20016_Fluid_intelligence_score	0.0885978440075638	0.0742516686315235	real
Adipose_Visceral_Omentum	UKB_20016_Fluid_intelligence_score	-0.00217626891338382	-0.00112782253428291	shuffled
Adipose_Visceral_Omentum	UKB_20022_Birth_weight	0.0685184924300859	0.061078683988919	real
Adipose_Visceral_Omentum	UKB_20022_Birth_weight	0.00500091364029963	-0.00513349238969159	shuffled
Adipose_Visceral_Omentum	UKB_20127_Neuroticism_score	0.0827660778147719	0.0669847208398892	real
Adipose_Visceral_Omentum	UKB_20127_Neuroticism_score	-0.00268962298620387	-0.0129198290049342	shuffled
Adipose_Visceral_Omentum	UKB_21001_Body_mass_index_BMI	0.0584604819974496	0.0513978362490173	real
Adipose_Visceral_Omentum	UKB_21001_Body_mass_index_BMI	-0.00582923547049886	-0.00185343301603416	shuffled
Adipose_Visceral_Omentum	UKB_23099_Body_fat_percentage	0.0693720742729041	0.0664363528720635	real
Adipose_Visceral_Omentum	UKB_23099_Body_fat_percentage	0.00139877759367305	0.00142615954082192	shuffled
Adipose_Visceral_Omentum	UKB_3526_Mothers_age_at_death	0.108578898637563	0.0984816823142779	real
Adipose_Visceral_Omentum	UKB_3526_Mothers_age_at_death	0.0139748623268964	0.0094111579935805	shuffled
Adipose_Visceral_Omentum	UKB_50_Standing_height	0.0424632466105869	0.033751927481779	real
Adipose_Visceral_Omentum	UKB_50_Standing_height	-0.0165740634002921	0.0105366906688375	shuffled
Adipose_Visceral_Omentum	UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	0.103575756189243	0.0895209271198321	real
Adipose_Visceral_Omentum	UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	0.0129642239714216	0.0111653394431813	shuffled
Adipose_Visceral_Omentum	UKB_20002_1111_self_reported_asthma	0.0850785662364911	0.0800311919869733	real
Adipose_Visceral_Omentum	UKB_20002_1111_self_reported_asthma	-0.0141715697891301	0.0142374409806098	shuffled
Adipose_Visceral_Omentum	UKB_20002_1154_self_reported_irritable_bowel_syndrome	0.113380663339934	0.0937386064321074	real
Adipose_Visceral_Omentum	UKB_20002_1154_self_reported_irritable_bowel_syndrome	0.0117374203590238	0.00619698025990458	shuffled
Adipose_Visceral_Omentum	UKB_20002_1222_self_reported_type_1_diabetes	0.11080125707183	0.103552892967341	real
Adipose_Visceral_Omentum	UKB_20002_1222_self_reported_type_1_diabetes	-0.00231955458322003	0.00343942842767482	shuffled
Adipose_Visceral_Omentum	UKB_20002_1223_self_reported_type_2_diabetes	0.114579475757938	0.101652924901231	real
Adipose_Visceral_Omentum	UKB_20002_1223_self_reported_type_2_diabetes	-0.00301053229106466	0.00402199969817614	shuffled
Adipose_Visceral_Omentum	UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	0.119040355064102	0.100192789965562	real
Adipose_Visceral_Omentum	UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	0.00682638528328254	0.00985571311365529	shuffled
Adipose_Visceral_Omentum	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	0.107471040545771	0.0766765820112078	real
Adipose_Visceral_Omentum	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	-0.0191264654668868	-0.000529547803463071	shuffled
Adipose_Visceral_Omentum	UKB_20002_1243_self_reported_psychological_or_psychiatric_problem	0.114259630434817	0.105533581445729	real
Adipose_Visceral_Omentum	UKB_20002_1243_self_reported_psychological_or_psychiatric_problem	0.00785506163703219	-0.000809158119428828	shuffled
Adipose_Visceral_Omentum	UKB_20002_1261_self_reported_multiple_sclerosis	0.103967124731495	0.0830148389001228	real
Adipose_Visceral_Omentum	UKB_20002_1261_self_reported_multiple_sclerosis	-0.00498416592416302	-0.00890744618185944	shuffled
Adipose_Visceral_Omentum	UKB_20002_1262_self_reported_parkinsons_disease	0.102521783265926	0.0928385211538568	real
Adipose_Visceral_Omentum	UKB_20002_1262_self_reported_parkinsons_disease	0.000460766183960904	0.00399512697830137	shuffled
Adipose_Visceral_Omentum	UKB_20002_1265_self_reported_migraine	0.102370347865915	0.0916918843982639	real
Adipose_Visceral_Omentum	UKB_20002_1265_self_reported_migraine	-0.0120591549612708	0.000472381040815537	shuffled
Adipose_Visceral_Omentum	UKB_20002_1289_self_reported_schizophrenia	0.111680077134369	0.102583122799697	real
Adipose_Visceral_Omentum	UKB_20002_1289_self_reported_schizophrenia	-0.00290327677023391	-0.00737810626570325	shuffled
Adipose_Visceral_Omentum	UKB_20002_1309_self_reported_osteoporosis	0.111253922480727	0.0857862856967728	real
Adipose_Visceral_Omentum	UKB_20002_1309_self_reported_osteoporosis	0.00802929876797007	0.00595723627633116	shuffled
Adipose_Visceral_Omentum	UKB_20002_1313_self_reported_ankylosing_spondylitis	0.0971532563046774	0.10478696393941	real
Adipose_Visceral_Omentum	UKB_20002_1313_self_reported_ankylosing_spondylitis	0.000921348881415914	-0.000764861763305737	shuffled
Adipose_Visceral_Omentum	UKB_20002_1452_self_reported_eczema_or_dermatitis	0.101945645619415	0.08706922000716	real
Adipose_Visceral_Omentum	UKB_20002_1452_self_reported_eczema_or_dermatitis	-0.0038746911749697	-0.0186744044498567	shuffled
Adipose_Visceral_Omentum	UKB_20002_1453_self_reported_psoriasis	0.105667823960287	0.104172776889638	real
Adipose_Visceral_Omentum	UKB_20002_1453_self_reported_psoriasis	-0.0113372251323999	-0.00452625621333225	shuffled
Adipose_Visceral_Omentum	UKB_20002_1461_self_reported_inflammatory_bowel_disease	0.103193256267807	0.0901889054344286	real
Adipose_Visceral_Omentum	UKB_20002_1461_self_reported_inflammatory_bowel_disease	0.0100841930105919	0.00479202204070747	shuffled
Adipose_Visceral_Omentum	UKB_20002_1462_self_reported_crohns_disease	0.0948794068414393	0.0756449274290291	real
Adipose_Visceral_Omentum	UKB_20002_1462_self_reported_crohns_disease	-2.67383456991706e-05	-0.00506031766102782	shuffled
Adipose_Visceral_Omentum	UKB_20002_1463_self_reported_ulcerative_colitis	0.118931837320439	0.105320550144525	real
Adipose_Visceral_Omentum	UKB_20002_1463_self_reported_ulcerative_colitis	-0.00186616494274889	0.000648772769680209	shuffled
Adipose_Visceral_Omentum	UKB_20002_1464_self_reported_rheumatoid_arthritis	0.118910730353899	0.104167618970595	real
Adipose_Visceral_Omentum	UKB_20002_1464_self_reported_rheumatoid_arthritis	0.00820790592407204	0.00156740596496804	shuffled
Adipose_Visceral_Omentum	UKB_20002_1466_self_reported_gout	0.0950819746410623	0.0777970518637346	real
Adipose_Visceral_Omentum	UKB_20002_1466_self_reported_gout	-0.00429943906169821	-0.000744475699784452	shuffled
Adipose_Visceral_Omentum	UKB_20002_1473_self_reported_high_cholesterol	0.0710970182163679	0.0628162597253921	real
Adipose_Visceral_Omentum	UKB_20002_1473_self_reported_high_cholesterol	0.00172110875247365	-0.00531038347291659	shuffled
Adipose_Visceral_Omentum	UKB_20002_1616_self_reported_insomnia	0.113482197432647	0.0985235379379109	real
Adipose_Visceral_Omentum	UKB_20002_1616_self_reported_insomnia	0.00622059842571815	0.0140456083963925	shuffled
