tissue	phenotype	rcp_threshold	corr_eqtl_gwas_pearson	corr_eqtl_gwas_spearman	concordance_pearson	concordance_pearson_ci95lower	concordance_pearson_ci95upper	concordance_pearson_pval	concordance_spearman	conc_baseline_pearson	conc_baseline_pearson_ci95lower	conc_baseline_pearson_ci95upper	conc_baseline_spearman	n	ld_1st_quartile	ld_median	ld_3rd_quartile
Artery_Aorta	Astle_et_al_2016_Eosinophil_counts	0.5	0.13755014439228	0.134897959183673	-0.710749563413095	NA	NA	0.496711837388662	-0.5	0.148660838419933	-0.230398088817888	0.488547960433376	0.2	3	0.0460553654089725	0.0912975684869946	0.238392092085739
Artery_Coronary	Astle_et_al_2016_Eosinophil_counts	0	0.0880884442862912	0.0332114729821956	0.174725031627133	0.125999544546251	0.222609508696011	4.44519636801627e-12	0.180692752897536	0.150935088591303	0.0933378609105129	0.207525448314407	0.157268718680756	1548	0.0143764661621056	0.0519765602442544	0.173594954281091
Artery_Coronary	Astle_et_al_2016_Eosinophil_counts	0.01	0.144424403227009	0.0525344943669813	0.44337938995039	0.17900406418868	0.648035792309195	0.00180011011244557	0.491211840888067	0.210718712427208	0.117738274124838	0.300036564178932	0.212503285924068	47	0.0160049086572793	0.0445057409671788	0.180831906940112
Artery_Coronary	Astle_et_al_2016_Eosinophil_counts	0.05	-0.049657285326077	-0.17173747175173	0.317230389623658	-0.390366358668063	0.789220477814572	0.371777736839737	0.333333333333333	0.222236377457828	0.0205445087558869	0.406546994203663	0.235285193078785	10	0.00982168858198269	0.0218333318198955	0.222358890053879
Artery_Tibial	Astle_et_al_2016_Eosinophil_counts	0	0.0737831135347508	0.0549196849822684	0.117759292207697	0.0918620414655867	0.1434973516744	9.14833210653646e-19	0.156073006389129	0.100824574720645	0.0700365669616605	0.13142067956225	0.136898293074065	5605	0.0107666547962844	0.0489301340125185	0.187314102735741
Artery_Tibial	Astle_et_al_2016_Eosinophil_counts	0.01	0.109659004020674	0.0105961973251528	0.345481510747867	0.205224752863139	0.471833578889659	4.21719982529587e-06	0.388699106947511	0.138798944770484	0.0884702586567635	0.18842073962362	0.178313183804409	169	0.010733652196937	0.0590278986924819	0.239029010768459
Artery_Tibial	Astle_et_al_2016_Eosinophil_counts	0.05	-0.0459590077593535	-0.100817831712891	0.45431995512692	0.119163174366782	0.696530032384133	0.0102439012413233	0.474193548387097	0.182646725130237	0.0704887839421286	0.290244201005886	0.211126420373709	31	0.00963245568222434	0.0422679405594339	0.276389335077035
Artery_Tibial	Astle_et_al_2016_Eosinophil_counts	0.1	-0.020485724934378	-0.0800544433412609	0.392770947236203	-0.108323483554504	0.734713983012679	0.118870575182304	0.416666666666667	0.147390577611674	-0.00411095381831004	0.29227778636097	0.128306103312525	17	0.0106957471726954	0.0361091920333185	0.188181689243774
Artery_Tibial	Astle_et_al_2016_Eosinophil_counts	0.2	0.0241554648447069	-0.0190644021263778	0.608586382147991	0.0137203276644349	0.885270566936117	0.0469279541654054	0.618181818181818	0.389788032366062	0.216782219961833	0.539055281459232	0.395023150353448	11	0.0141075464197022	0.0599961829395778	0.276389335077035
Brain_Amygdala	Astle_et_al_2016_Eosinophil_counts	0	0.100426953245774	0.0160816231403838	0.176853997105997	0.106376691439311	0.245563191613734	1.18932633517113e-06	0.214257571100793	0.207434256075035	0.125937809912247	0.286149644552246	0.236027295581384	745	0.01348761858481	0.0528958072358598	0.18533129776455
Brain_Amygdala	Astle_et_al_2016_Eosinophil_counts	0.01	0.144588786924865	0.032813418293047	0.244308925114226	-0.222238450786934	0.619819878961734	0.299237995421364	0.192481203007519	0.277542945388316	-0.0416186297237053	0.545307660148322	0.281983805668016	20	0.0109627938003455	0.0290141773346769	0.146879233105079
Brain_Anterior_cingulate_cortex_BA24	Astle_et_al_2016_Eosinophil_counts	0	0.0892064840275203	0.0221284908914669	0.0959120086528834	0.0362459930015745	0.154896654924861	0.00166723164516575	0.116644865962392	0.100004899442338	0.0307740572842182	0.168280785368673	0.113285461624762	1072	0.0176425919597422	0.060289915463498	0.161856727447561
Brain_Anterior_cingulate_cortex_BA24	Astle_et_al_2016_Eosinophil_counts	0.01	0.0548766700723742	-0.0326255490560505	0.605249421268207	0.29988875056866	0.798109546792761	0.000643913072650444	0.600985221674877	0.180072646513769	0.0256299993805383	0.326119658864108	0.180319319581799	28	0.0169793258709607	0.0425121552561332	0.151953986221496
Brain_Anterior_cingulate_cortex_BA24	Astle_et_al_2016_Eosinophil_counts	0.05	0.0345711539954235	-0.0835140489383168	0.824273630658131	0.285336500582988	0.96717147510909	0.0118408821338221	0.904761904761905	-0.0396437235706635	-0.332609465836332	0.260300235836244	0.0252290345313601	8	0.0296272718025061	0.0562241343479502	0.111583963463221
Brain_Caudate_basal_ganglia	Astle_et_al_2016_Eosinophil_counts	0	0.0821573255862258	0.0374843807015731	0.114220846801604	0.0721778630268506	0.155858639506326	1.18592158288665e-07	0.138771356077659	0.139551355996649	0.0903892296247746	0.188035011484344	0.16695476054608	2138	0.0109310642008538	0.0438017333045597	0.140669080316772
Brain_Caudate_basal_ganglia	Astle_et_al_2016_Eosinophil_counts	0.01	0.0448572125607392	-0.0516030904372138	0.464763744716366	0.278077019990836	0.617617591516624	8.43734219011434e-06	0.47991778796991	0.112036195637103	0.0398463147986706	0.18306256649763	0.136731783286188	84	0.00990752837610732	0.0385016940576234	0.180403799868003
Brain_Caudate_basal_ganglia	Astle_et_al_2016_Eosinophil_counts	0.05	-0.111767326783459	-0.173385343778353	0.267060396897565	-0.198975233751936	0.63458595340288	0.255014389436762	0.254135338345865	0.0909796577833267	-0.0520477525152819	0.230349666551859	0.125899721117071	20	0.0358205870591287	0.0606638136502179	0.215710227071994
Brain_Caudate_basal_ganglia	Astle_et_al_2016_Eosinophil_counts	0.1	-0.0627716387692594	-0.0755302560208728	0.0795137151746862	-0.518027056247169	0.624899272612995	0.805961908438936	0.167832167832168	0.0620587440467062	-0.12083552634535	0.240878054752209	0.122424741959051	12	0.011014655513692	0.0526281111419579	0.110034713802798
Brain_Caudate_basal_ganglia	Astle_et_al_2016_Eosinophil_counts	0.2	-0.00392295668169169	-0.0138776372794195	-0.341863063523534	-0.902916607728122	0.650049893873208	0.507182233375936	-0.0857142857142857	0.0489144642838404	-0.207588611316243	0.299123871488509	-0.0453459294248402	6	0.00398122718439397	0.0306264296175626	0.0589928729750305
Brain_Caudate_basal_ganglia	Astle_et_al_2016_Eosinophil_counts	0.5	0.010810923251462	0.092742551566081	-0.537139809205823	NA	NA	0.639009503290163	-0.5	0.342419469792542	-0.0203616283565975	0.625522266329589	0.396662958843159	3	0.000274924978971834	0.000537122905030364	0.0794322449263692
Brain_Cerebellar_Hemisphere	Astle_et_al_2016_Eosinophil_counts	0	0.0985123205321199	0.0597992612753006	0.0749043967585088	0.0382223319878642	0.111384859470835	6.47129890579562e-05	0.104790081240583	0.0843948155288301	0.0412842015919051	0.127191778057096	0.119795667826084	2839	0.00889177773866449	0.0434512991604297	0.138393021455564
Brain_Cerebellar_Hemisphere	Astle_et_al_2016_Eosinophil_counts	0.01	0.0228102763336308	-0.0554143413320204	0.182744456203452	-0.0370847070230627	0.385703465283736	0.102485971564474	0.177700741878296	0.0559799250356209	-0.0164518911005683	0.12782726676956	0.079503896419489	81	0.00973546670809178	0.0333796012374191	0.121756353060866
Brain_Cerebellar_Hemisphere	Astle_et_al_2016_Eosinophil_counts	0.05	-0.0688559736502519	-0.150439683243698	0.417160352597719	-0.0311019078505332	0.725712976731409	0.0672591874391915	0.386466165413534	-0.0103594263713287	-0.150293877722866	0.129981957800817	0.0960427575666055	20	0.0391335567522736	0.103606362345619	0.220398710232972
Brain_Cerebellar_Hemisphere	Astle_et_al_2016_Eosinophil_counts	0.1	-0.0369820476242674	-0.102981467193826	-0.19283341042646	-0.759668307551147	0.540508430697288	0.619133161797525	-0.45	0.0923427008972589	-0.118186883690121	0.29492768366522	0.197003745318352	9	0.0258326293330399	0.0483454416352944	0.128314341301212
Brain_Cerebellar_Hemisphere	Astle_et_al_2016_Eosinophil_counts	0.2	-0.0111252352319176	-0.108942652733872	-0.332920748380122	-0.901035279823458	0.655838693219369	0.519068716867523	-0.485714285714286	-0.207982829659858	-0.43873696506427	0.0485034351007237	-0.0181161433731592	6	0.0438838203326676	0.0883298914682532	0.160810854891092
Brain_Cerebellar_Hemisphere	Astle_et_al_2016_Eosinophil_counts	0.5	-0.100771690686926	-0.268222519567027	0.111879011258566	NA	NA	0.928626181190858	0.5	0.466403590117058	0.127570077144792	0.707749120209575	0.413125695216908	3	0.149978683694465	0.171643026087719	0.197653252879865
Brain_Cerebellum	Astle_et_al_2016_Eosinophil_counts	0	0.103668254169454	0.0570563555884499	0.111102996163756	0.077529465366837	0.144424831181885	1.13244395324561e-10	0.139199021856972	0.0957067320821705	0.0561078726668233	0.135004966856447	0.12001825680592	3350	0.00971390309562639	0.0427013876566869	0.148090415818781
Brain_Cerebellum	Astle_et_al_2016_Eosinophil_counts	0.01	0.0557507982709867	-0.0195181919766669	0.432182880066295	0.243722802393442	0.589191941810736	2.91420534251768e-05	0.439139745751128	0.140953889916002	0.0715082959206761	0.209039534532855	0.163526775952581	87	0.0103942280449887	0.0417901980570045	0.183823076606443
Brain_Cerebellum	Astle_et_al_2016_Eosinophil_counts	0.05	-0.0555515193186606	-0.133153146324508	0.748921548395498	0.4951010484309	0.884960606968094	2.54974850881905e-05	0.746086956521739	0.172012498794003	0.0436247031766394	0.294811076339251	0.249385662751905	24	0.00710673531057981	0.111830114007577	0.194910449651523
Brain_Cerebellum	Astle_et_al_2016_Eosinophil_counts	0.1	-0.0104582907066803	-0.0530200401197828	0.867094424285668	0.417555265154999	0.975636141079998	0.00529960043221199	0.80952380952381	0.287515787455509	0.0709135539427081	0.478224172463614	0.355647517039922	8	0.10618744181449	0.159889411435508	0.237541274415323
Brain_Cerebellum	Astle_et_al_2016_Eosinophil_counts	0.2	-0.0805319876257158	-0.151289109467964	0.832272333043925	-0.643707440911553	0.996373785799126	0.167727666956075	0.8	-0.0630052770865126	-0.371144262694017	0.257633328686385	0.0688259109311741	4	0.0999855761671032	0.159889411435508	0.218787599211001
Brain_Cerebellum	Astle_et_al_2016_Eosinophil_counts	0.5	-0.0700365750211168	-0.21243397993317	0.999390728205901	NA	NA	0.0222240246517607	1	0.242349535750592	-0.129200304847859	0.554228472488629	0.310789766407119	3	0.159889411435508	0.188273116492055	0.249302081929948
Brain_Cortex	Astle_et_al_2016_Eosinophil_counts	0	0.0823430801064687	0.0276337413102141	0.134230738350838	0.0951035183015495	0.172943848648873	2.63859415309481e-11	0.172922634700171	0.126274741306172	0.0803363412380838	0.171677851878887	0.161688086548447	2446	0.0124062898863292	0.0509827789452049	0.156026181586226
Brain_Cortex	Astle_et_al_2016_Eosinophil_counts	0.01	0.0852281569840352	-0.0571240676599809	0.218834142630006	0.00984302353938253	0.409507397920543	0.0405215036969675	0.23843153139667	0.100847906803534	0.0314049965064865	0.169321892627249	0.124294922504822	88	0.00894755037016506	0.0435513777137162	0.132891533148533
Brain_Cortex	Astle_et_al_2016_Eosinophil_counts	0.05	-0.0140313948557759	-0.113771802735688	0.346660770706636	-0.0877766875049662	0.670301263291641	0.113983644304091	0.338226990400903	0.198126485671416	0.0663894191036514	0.323074615781986	0.271140404148656	22	0.0222892877529721	0.0435513777137162	0.127223866319616
Brain_Cortex	Astle_et_al_2016_Eosinophil_counts	0.1	0.0125449463807307	-0.0983981167950678	0.275754581007931	-0.475435890039449	0.794395064016526	0.472627712685715	0.3	0.0763928051696304	-0.135212839767727	0.281333754000241	0.0126361579035425	9	0.0211487343018318	0.0355745026863356	0.0469393192126404
Brain_Cortex	Astle_et_al_2016_Eosinophil_counts	0.2	0.000566848910606555	-0.099405388489004	0.573557256919306	-0.863554026735012	0.989302656189121	0.426442743080694	0.2	0.21905385523201	-0.0992264404978516	0.496671659350369	0.226454033771107	4	0.0302634806920186	0.035865264571842	0.0405564295443624
Brain_Frontal_Cortex_BA9	Astle_et_al_2016_Eosinophil_counts	0	0.101268287833796	0.0428886651987567	0.119532395908382	0.0761980956223727	0.162415995122702	7.71770155323862e-08	0.123638227384129	0.129001381732248	0.0781465238973193	0.179186631080808	0.140657700856963	2009	0.011986474972187	0.0481321721258269	0.142023394585082
Brain_Frontal_Cortex_BA9	Astle_et_al_2016_Eosinophil_counts	0.01	0.0629647663271543	-0.0148343006045866	0.517562194960303	0.27662465484544	0.697279070321815	0.00013989997847026	0.520408163265306	0.118232259494982	-0.0112990532147966	0.243861064601569	0.153114589985674	49	0.0117587627206775	0.0537907799524002	0.200158143590495
Brain_Frontal_Cortex_BA9	Astle_et_al_2016_Eosinophil_counts	0.05	-0.102078972126251	-0.0956174103587331	0.654592594993606	0.0900958597869343	0.900762016914987	0.0288491080321999	0.609090909090909	0.0958488795642206	-0.0948429485134078	0.279755625863247	0.116417540750903	11	0.0372076379387317	0.0469393192126404	0.165818379174645
Brain_Frontal_Cortex_BA9	Astle_et_al_2016_Eosinophil_counts	0.1	-0.113574498097834	-0.0158565704037065	0.860040744708734	NA	NA	0.340876022088723	0.5	0.0103891514271771	-0.351194554283304	0.369276213220138	-0.025139043381535	3	0.0240286605999769	0.0469393192126404	0.135442445917944
Brain_Hippocampus	Astle_et_al_2016_Eosinophil_counts	0	0.116724662157981	0.0427426816368598	0.115936563770031	0.0635183106767022	0.167716884314704	1.60051154610734e-05	0.144493774132749	0.147003420274478	0.0859461009288311	0.206960658315262	0.160474246612097	1378	0.0116192290341755	0.0506578820475403	0.144221769028283
Brain_Hippocampus	Astle_et_al_2016_Eosinophil_counts	0.01	0.0279498920692594	-0.114347823783719	0.473647240989438	0.136705519836136	0.712359129032378	0.00819651357512205	0.434927697441602	0.130756029633297	0.006799326529193	0.250755157077393	0.1332774987971	30	0.0122297340051115	0.052601601130856	0.14790503150189
Brain_Hippocampus	Astle_et_al_2016_Eosinophil_counts	0.05	-0.123751853361351	-0.100849769057521	0.758974029979023	-0.136929533206983	0.971893613624939	0.0801392540458276	0.542857142857143	0.165403396425971	-0.0946896370243394	0.404358316483972	0.249736995908825	6	0.0210490770429001	0.0431175673802022	0.0693882277383183
Brain_Hypothalamus	Astle_et_al_2016_Eosinophil_counts	0	0.0789987966427707	0.0175236755646305	0.144181475713289	0.0908725801341157	0.196666427932076	1.48082291678518e-07	0.157291727529971	0.107955641643508	0.0447250050898824	0.170324761529506	0.134593701594023	1317	0.0135120049066685	0.0530642054551803	0.147219599792041
Brain_Hypothalamus	Astle_et_al_2016_Eosinophil_counts	0.01	0.15678515821109	0.0201526120133055	0.384295654622555	0.0411105650999965	0.646374431273121	0.0298875424351337	0.395161290322581	0.16194417727536	-0.0431888691428185	0.353975037170632	0.125444819945838	32	0.0209271902146758	0.0727364573510225	0.25065557603246
Brain_Hypothalamus	Astle_et_al_2016_Eosinophil_counts	0.05	-0.0341417650464991	-0.113755132071495	0.189548291888924	-0.462968710492474	0.708826039257428	0.576697946666458	0.454545454545455	0.160997582566015	-0.0355606039206495	0.345563601073509	0.125253348864298	11	0.0151061071100495	0.0583169030712754	0.091642319306256
Brain_Hypothalamus	Astle_et_al_2016_Eosinophil_counts	0.1	0.0127186456615173	-0.0667018505592537	0.74012209840023	-0.0292243433222491	0.95879247667181	0.0571574733087151	0.75	0.115755328347905	-0.124331687192462	0.343037798060577	0.129192546583851	7	0.0389813234886554	0.0583169030712754	0.091642319306256
Brain_Hypothalamus	Astle_et_al_2016_Eosinophil_counts	0.2	-0.0181355047604029	-0.166017316017316	0.964964042446007	NA	NA	0.169016200446378	1	-0.204431398199255	-0.525963248257976	0.168227863923738	-0.0825361512791991	3	0.0389813234886554	0.0501068615247724	0.0710865312667308
Brain_Nucleus_accumbens_basal_ganglia	Astle_et_al_2016_Eosinophil_counts	0	0.0842990468063256	0.035307695297074	0.163012928091012	0.119799581515492	0.205609759244416	3.00414782936709e-13	0.205565986440498	0.127051279750897	0.0754938295353609	0.177931221591917	0.167809838162054	1978	0.0115506271736426	0.0496972454863201	0.163774986196506
Brain_Nucleus_accumbens_basal_ganglia	Astle_et_al_2016_Eosinophil_counts	0.01	0.0516125170061928	-0.030926321603434	0.390545293272909	0.155993611579455	0.583404809460644	0.00169977545435384	0.382472928733317	0.0724574226060671	-0.0200122961672299	0.163698042765543	0.14634170749423	62	0.0158593148368819	0.0540414301307462	0.170536099949786
Brain_Nucleus_accumbens_basal_ganglia	Astle_et_al_2016_Eosinophil_counts	0.05	-0.147652947566823	-0.13721008281416	0.439638256692907	-0.0937345854397987	0.776928717210777	0.101054932389642	0.278571428571429	0.0065074196292261	-0.1768137413375	0.189392218110297	0.0753333859386097	15	0.00128615756154328	0.0467896409172791	0.171150842060953
Brain_Nucleus_accumbens_basal_ganglia	Astle_et_al_2016_Eosinophil_counts	0.1	-0.0433043053219715	-0.0203404805551655	0.943714833045147	-0.186782587030666	0.998851479241148	0.056285166954853	0.8	-0.0800254463772117	-0.382011748737097	0.237402020338223	-0.0116322701688555	4	0.0352965074392989	0.0468644800649597	0.133526340643962
Brain_Nucleus_accumbens_basal_ganglia	Astle_et_al_2016_Eosinophil_counts	0.2	-0.0639379228129161	-0.0433428938033059	0.938833093845602	NA	NA	0.22381662029961	0.5	-0.174919442703541	-0.503461483401099	0.197815751017405	0.00823136818687431	3	0.0468644800649597	0.0469393192126404	0.220113362075284
Brain_Putamen_basal_ganglia	Astle_et_al_2016_Eosinophil_counts	0	0.100532297665804	0.0418121095201979	0.105712247169418	0.0600939294224169	0.150889909695304	6.09298486677367e-06	0.125563910364182	0.106172034312823	0.0525992960371781	0.159135399961722	0.130089528287559	1823	0.0113387136194994	0.0476188643731857	0.143444172147733
Brain_Putamen_basal_ganglia	Astle_et_al_2016_Eosinophil_counts	0.01	0.0669623815221043	-0.052933755345523	0.383307883209317	0.117496168695121	0.597867409118549	0.00600238340441905	0.408691476590636	0.0538612103462916	-0.0440562767062628	0.150753710631542	0.091369036705658	50	0.00895428489555011	0.0660448047894786	0.137882217802843
Brain_Putamen_basal_ganglia	Astle_et_al_2016_Eosinophil_counts	0.05	-0.0706470762980937	-0.0866531544530047	0.0661043542329603	-0.503209094948825	0.59540355390842	0.83011044147594	-0.17032967032967	0.108024750755299	-0.0681701956559784	0.27768501324602	0.0588076490438695	13	0.00891300223329603	0.0544854352176303	0.103073686700593
Brain_Putamen_basal_ganglia	Astle_et_al_2016_Eosinophil_counts	0.1	0.0542833005369455	0.12606567053093	-0.93549891081361	-0.998678357668386	0.253589066729033	0.06450108918639	-0.8	-0.215419066812728	-0.493792447313095	0.103002253897675	-0.251594746716698	4	0.0261689626269834	0.0630934615923398	0.0962876740761237
Brain_Spinal_cord_cervical_c-1	Astle_et_al_2016_Eosinophil_counts	0	0.0523921547892872	-0.00637323887387922	0.0890489843174764	0.0259230415333066	0.151467570627331	0.00576293017424198	0.131256664712634	0.143256854089607	0.0703683867057448	0.214623701213075	0.1697688158327	960	0.0128187090274454	0.0515601187151687	0.146401998254773
Brain_Spinal_cord_cervical_c-1	Astle_et_al_2016_Eosinophil_counts	0.01	0.0700900832470355	-0.0296509117188297	0.0938798270391611	-0.247097184559662	0.414169040178319	0.591670374675461	0.0776127766881479	0.0386805349182366	-0.0732126091734097	0.14961199818437	0.0848612131618352	35	0.0279028434500701	0.0514425415801099	0.0888753731976942
Brain_Spinal_cord_cervical_c-1	Astle_et_al_2016_Eosinophil_counts	0.05	-0.116856003668034	-0.157957492249885	0.167907951625969	-0.398141375788806	0.641350489839167	0.566117515925391	0.16043956043956	0.0841992911119177	-0.0899644524996782	0.253366127174282	0.130716487915049	14	0.0291537084591674	0.0379373181694353	0.058022947376499
Brain_Substantia_nigra	Astle_et_al_2016_Eosinophil_counts	0	0.049153433720565	-0.00398881239209271	0.152087443031613	0.078338480003771	0.224180870790782	6.04305849961153e-05	0.155675741763165	0.11648978867009	0.0298811128381994	0.201362342686322	0.129320758559483	690	0.0169906644841426	0.0658516627897222	0.168615755176174
Brain_Substantia_nigra	Astle_et_al_2016_Eosinophil_counts	0.01	-0.0249287254755979	-0.012733462654769	0.456275097900937	-0.126516583679103	0.804906263030132	0.117073789009947	0.456043956043956	0.0477107138958105	-0.167112620662445	0.258209247192664	0.0830670614330802	13	0.0141295901303795	0.0225957310255598	0.0795090213484488
