tissue	phenotype	delta_0	var_err	var_beta_gene	var_beta_gene_null	var_gamma	sum_var_X
Adipose_Subcutaneous	UKB_20002_1243_self_reported_psychological_or_psychiatric_problem	0.0028456333043979693	5.5249343355441975e-6	1.2500707634694474e-5	4.433019444179848e-7	0.36670401500594807	9090.483110272284
Adipose_Subcutaneous	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	0.003979398886666411	1.4453555639393671e-5	1.4226092585364916e-5	2.9522404750890865e-7	0.3666952241633888	9090.483110272284
Adipose_Subcutaneous	UKB_2395_2_Hair_or_balding_pattern_Pattern_2	0.004532837127732357	1.334975069859904e-5	2.8508221548732334e-5	2.0669659855852816e-8	0.3667065435435526	9090.483110272284
Adipose_Subcutaneous	UKB_20002_1261_self_reported_multiple_sclerosis	0.0032753619798362166	1.130546879466258e-5	1.2273517129790984e-5	1.3724889210869708e-7	0.3666950000299148	9090.483110272284
Adipose_Subcutaneous	UKB_20002_1111_self_reported_asthma	0.003929328751666361	1.4945889852806307e-5	1.6202044710325616e-5	0	0.36670488870436174	9090.483110272284
Adipose_Subcutaneous	UKB_2395_3_Hair_or_balding_pattern_Pattern_3	0.004604410789734364	1.4109586471651399e-5	2.9528562335694336e-5	1.3206653464414449e-20	0.3666923541934068	9090.483110272284
Adipose_Subcutaneous	UKB_1160_Sleep_duration	0.0036361553801349793	8.590446798084595e-6	1.3616040562030026e-5	2.0125694438302556e-19	0.36670590228228217	9090.483110272284
Adipose_Subcutaneous	UKB_20002_1065_self_reported_hypertension	0.004236754550528779	1.1673722585549272e-5	1.9604387279588262e-5	7.75046849049147e-8	0.36668888429179586	9090.483110272284
Adipose_Subcutaneous	MAGIC_FastingGlucose	0.00767182933463886	3.650384781186609e-5	6.977822073684452e-5	9.203752593607357e-19	0.36638262125767185	9068.242037411974
Adipose_Subcutaneous	UKB_20127_Neuroticism_score	0.004002095985923779	1.0712275645142738e-5	1.894863743782777e-5	6.177453413563517e-7	0.3667064638087549	9090.483110272284
Adipose_Subcutaneous	UKB_50_Standing_height	0.006916022827153839	4.251855036768317e-5	5.293805914354684e-5	3.833371587859005e-21	0.36664873545733645	9090.483110272284
Adipose_Subcutaneous	UKB_21001_Body_mass_index_BMI	0.0048341878278354705	1.5554799909046407e-5	2.121538569129609e-5	5.355594264128304e-8	0.3666870979075548	9090.483110272284
Adipose_Subcutaneous	UKB_20016_Fluid_intelligence_score	0.006480462962663104	2.6838203071600865e-5	4.9025967872426274e-5	2.3695437815578574e-6	0.3666790105111277	9090.483110272284
Adipose_Subcutaneous	UKB_20002_1262_self_reported_parkinsons_disease	0.002967732623461339	5.945710855792903e-6	1.3812962779340889e-5	8.248864594706195e-8	0.3666942474081821	9090.483110272284
Adipose_Subcutaneous	UKB_20002_1452_self_reported_eczema_or_dermatitis	0.003104046688417236	7.343680093694883e-6	1.0966902287340314e-5	8.485824792442072e-8	0.3666846033093241	9090.483110272284
Adipose_Subcutaneous	UKB_20002_1473_self_reported_high_cholesterol	0.003528748240480651	8.979926517716756e-6	1.6721209492109943e-5	5.71688342280098e-7	0.36669665072681157	9090.483110272284
Adipose_Subcutaneous	UKB_G43_Diagnoses_main_ICD10_G43_Migraine	0.002867584440404673	5.353561136836431e-6	1.3978912637595537e-5	1.3266232483936498e-18	0.36669551122258026	9090.483110272284
Adipose_Subcutaneous	UKB_20002_1154_self_reported_irritable_bowel_syndrome	0.003016799684147672	6.149352887996797e-6	1.306698483426217e-5	4.580462502536899e-7	0.366706381642892	9090.483110272284
Adipose_Subcutaneous	UKB_1180_Morning_or_evening_person_chronotype	0.003978642443899422	1.0405926837968596e-5	1.5555572062647235e-5	0	0.3666880691416557	9090.483110272284
Adipose_Subcutaneous	UKB_20002_1616_self_reported_insomnia	0.002899364290371304	5.296889258529185e-6	1.367660040837364e-5	3.5090790821175247e-19	0.366689807224129	9090.483110272284
Adipose_Subcutaneous	UKB_3526_Mothers_age_at_death	0.004113312425217285	1.1234444628873573e-5	1.9638276495361448e-5	5.1887828861280494e-20	0.3667046548244398	9090.483110272284
Adipose_Subcutaneous	UKB_20002_1265_self_reported_migraine	0.003129765391780933	6.487448290988804e-6	1.2866428379380166e-5	2.218379957843673e-18	0.36670213503448174	9090.483110272284
Adipose_Subcutaneous	UKB_6152_8_diagnosed_by_doctor_Asthma	0.003928642779187899	1.4653173682994438e-5	1.622771509671584e-5	0	0.3667064315663049	9090.483110272284
Adipose_Subcutaneous	UKB_G40_Diagnoses_main_ICD10_G40_Epilepsy	0.0029001373058178204	5.972457522901929e-6	1.2201809531381112e-5	1.1978032103163703e-7	0.3666767879853464	9090.483110272284
Adipose_Subcutaneous	UKB_20002_1289_self_reported_schizophrenia	0.0029446414105956504	6.048611860071531e-6	1.206261251365976e-5	4.016922693732245e-19	0.36670413108905797	9090.483110272284
Adipose_Subcutaneous	UKB_20002_1223_self_reported_type_2_diabetes	0.0030593249662450406	5.9222728080169835e-6	1.3458596998984567e-5	1.4993361627566267e-7	0.3667030407134978	9090.483110272284
Adipose_Subcutaneous	UKB_20002_1463_self_reported_ulcerative_colitis	0.0031186833494785964	6.639481253544153e-6	1.362636216070775e-5	1.458028702045273e-7	0.36670586792608845	9090.483110272284
Adipose_Subcutaneous	UKB_6152_7_diagnosed_by_doctor_Blood_clot_in_the_lung	0.003045051131898619	6.034521166062184e-6	1.4236258913673073e-5	3.050673044927485e-18	0.3666878242161557	9090.483110272284
Adipose_Subcutaneous	UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	0.0034090350482441907	1.3696447083827485e-5	1.2251774142002748e-5	1.334662057199896e-21	0.36670614276788693	9090.483110272284
Adipose_Subcutaneous	CARDIoGRAM_C4D_CAD_ADDITIVE	0.004304232509829908	1.158060416678446e-5	2.0898588678515184e-5	4.241562467346674e-21	0.36651860076535564	9190.091460734695
Adipose_Subcutaneous	UKB_20002_1222_self_reported_type_1_diabetes	0.003126085132666794	8.441523863610407e-6	1.0601885615062719e-5	2.8460336063466623e-8	0.36670381624892173	9090.483110272284
Adipose_Subcutaneous	UKB_23099_Body_fat_percentage	0.004695408835913726	1.4345224275319046e-5	2.3945312102269795e-5	7.237260024614296e-18	0.36670590853685553	9090.483110272284
Adipose_Subcutaneous	UKB_20002_1466_self_reported_gout	0.0031869842671970704	6.863983051122076e-6	1.208343283936743e-5	0	0.366645904433266	9090.483110272284
Adipose_Subcutaneous	UKB_20002_1313_self_reported_ankylosing_spondylitis	0.0033665806105637715	2.079550563316397e-5	4.363068183465382e-6	2.399910688508826e-6	0.3667036616540959	9090.483110272284
Adipose_Subcutaneous	UKB_20002_1309_self_reported_osteoporosis	0.0031058565503413564	6.155953824911901e-6	1.2226887939004524e-5	9.101429693736339e-19	0.36670176480776934	9090.483110272284
Adipose_Subcutaneous	UKB_20002_1453_self_reported_psoriasis	0.0037479392697326495	4.7735391851270307e-5	3.345168210913047e-5	0	0.3667065952998112	9090.483110272284
Adipose_Subcutaneous	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	0.005233682841914085	2.1121727580513456e-5	3.5174368583318095e-5	2.621694712545972e-18	0.3667065302481589	9090.483110272284
Adipose_Subcutaneous	UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	0.003152501546635275	6.242989082738873e-6	1.452570796626324e-5	0	0.366702512932296	9090.483110272284
Adipose_Subcutaneous	UKB_20022_Birth_weight	0.005106890188075378	1.68217726785147e-5	3.0184814396998597e-5	1.2176173342090329e-6	0.3667017728940909	9090.483110272284
Adipose_Subcutaneous	UKB_20002_1462_self_reported_crohns_disease	0.002975515625626227	5.7675905694699005e-6	1.114210670497147e-5	3.757408241093252e-19	0.3667017867774484	9090.483110272284
Adipose_Subcutaneous	UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	0.003169692441334984	6.730461416290739e-6	1.299005871436057e-5	9.261353536635948e-8	0.3667065742592863	9090.483110272284
Adipose_Subcutaneous	UKB_20002_1461_self_reported_inflammatory_bowel_disease	0.0028277247676472407	5.29067995901909e-6	1.4150399205788245e-5	1.0123595067532842e-7	0.3667023606854052	9090.483110272284
Adipose_Visceral_Omentum	RA_OKADA_TRANS_ETHNIC	0.007805527545309194	1.8703463898900639e-4	1.856796972612605e-4	3.278762716905083e-5	0.35250517683958	7396.858953925805
Adrenal_Gland	SSGAC_Education_Years_Pooled	0.0037211260614107232	9.286565694608936e-6	8.11839294591905e-6	4.540801007667477e-7	0.593112180707596	4588.754822535643
Adrenal_Gland	SSGAC_Depressive_Symptoms	0.0038618600248947086	9.377146083272296e-6	1.0739354740553081e-5	0	0.6041260612262361	4586.895573239853
Adipose_Visceral_Omentum	SSGAC_Depressive_Symptoms	0.003970817897274741	1.0351535154593957e-5	1.7065460226554932e-5	1.5459456402677048e-21	0.37532742620538834	7373.390332884637
Adipose_Subcutaneous	RA_OKADA_TRANS_ETHNIC	0.00787666220027927	1.9027283910802556e-4	1.479938893390509e-4	7.31552520243667e-20	0.33003531003028935	9089.692013379508
Adrenal_Gland	IGAP_Alzheimer	0.007319301161969304	3.234324826564098e-5	4.031875076575705e-5	1.0827238667960191e-6	0.6281697259650826	4593.736677234597
Adipose_Subcutaneous	IGAP_Alzheimer	0.00755855927681347	3.783932850899052e-5	7.05114194570014e-5	2.6301279130375375e-6	0.36580374987359454	9075.24553795341
Adipose_Subcutaneous	Astle_et_al_2016_Lymphocyte_counts	0.006411453457011034	4.969609937994232e-5	4.547937109914797e-5	1.667135077808957e-7	0.36648467115204186	9081.665525103941
Adipose_Visceral_Omentum	SSGAC_Education_Years_Pooled	0.0038203886540505837	1.0380388928793821e-5	1.2703137918135187e-5	0	0.36802170892322966	7379.664129702466
Adrenal_Gland	pgc.scz2	0.005964817331195913	2.5889471816696287e-5	1.9108438012166228e-5	6.23270624974981e-7	0.6260025860147672	4598.413972610206
Adipose_Visceral_Omentum	MAGIC_ln_FastingInsulin	0.008336515043724076	4.4651875507097826e-5	6.552006692400454e-5	1.756365038121815e-7	0.3921476273882843	7392.766658342483
Adrenal_Gland	RA_OKADA_TRANS_ETHNIC	0.008116003375538665	2.4964192509066514e-4	1.3704901284406737e-4	0	0.5675986115999564	4598.717274515199
Adipose_Visceral_Omentum	GIANT_HEIGHT	0.005881533219620697	2.8555153960098895e-5	2.7980964957942825e-5	7.19078675731443e-7	0.39138607996826125	7386.309262437933
Adrenal_Gland	Jones_et_al_2016_Chronotype	0.005179302640557677	1.838619482421226e-5	1.7884130331184284e-5	3.2607991256087056e-7	0.6250999716743602	4587.381507748291
Adrenal_Gland	GIANT_HEIGHT	0.005875179760117825	2.9677686253643874e-5	1.0553129726554298e-5	1.4393372774775728e-18	0.6274050859446642	4590.178113572397
Adipose_Visceral_Omentum	IGAP_Alzheimer	0.007609077737800496	4.0165114830721286e-5	6.789620876056899e-5	5.144681793945911e-6	0.39175135059322447	7384.354912776228
Adrenal_Gland	UKB_50_Standing_height	0.006964687337024096	4.303169573707726e-5	2.4827341013325818e-5	0	0.6280653356239435	4599.160470081918
Adrenal_Gland	UKB_23099_Body_fat_percentage	0.004626698458239453	1.4009080782277099e-5	1.2256630106717552e-5	3.170543439018312e-7	0.6279881551174898	4599.160470081918
Adrenal_Gland	MAGIC_ln_FastingInsulin	0.008014033749490545	3.5542764452054744e-5	4.6511999930981436e-5	2.5729539083903336e-18	0.627595804574627	4596.521402133166
Adipose_Subcutaneous	PGC_ADHD_EUR_2017	0.008005180988470428	3.9748665475960924e-5	7.989981262423543e-5	3.848835832519614e-8	0.3657804782518813	9094.61679486313
Adipose_Visceral_Omentum	MAGIC_FastingGlucose	0.007581545314826812	3.53630024336513e-5	6.483048282482209e-5	9.347395849313301e-7	0.3918149109894829	7388.4632879115925
Adrenal_Gland	Astle_et_al_2016_Neutrophil_count	0.006043709105145256	4.0469038711833884e-5	2.1699593144844954e-5	4.171476137662999e-7	0.6279261302552447	4594.631640555043
Adipose_Visceral_Omentum	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	0.006047693138821772	4.1901833315986315e-5	3.638606118812897e-5	3.0347755969742308e-6	0.39223144402495774	7389.650195939154
Adrenal_Gland	UKB_20002_1262_self_reported_parkinsons_disease	0.002898500504789594	5.049898413145306e-6	7.126684366129863e-6	3.949401913892512e-19	0.6280213796510424	4599.160470081918
Adrenal_Gland	Astle_et_al_2016_Myeloid_white_cell_count	0.0061287534905886286	4.4460187538521304e-5	2.3119364990698415e-5	4.6152010874253035e-7	0.6279208428210299	4594.662136455043
Adrenal_Gland	Astle_et_al_2016_Lymphocyte_counts	0.0063786402492072534	5.342088481614653e-5	2.7271852899151482e-5	4.342910762601281e-6	0.6279449162017589	4594.572039415043
Adipose_Visceral_Omentum	Astle_et_al_2016_Neutrophil_count	0.006005844789683039	4.043261685163407e-5	3.5698217543371225e-5	0	0.3922145387571143	7389.673577939154
Adipose_Visceral_Omentum	IBD.EUR.Inflammatory_Bowel_Disease	0.011099843269146033	9.36540327028732e-5	1.3487734745110366e-4	1.4680185598113605e-18	0.39226050748548896	7390.877921613112
Adipose_Subcutaneous	Astle_et_al_2016_High_light_scatter_reticulocyte_count	0.006229669516186624	4.1484681447587565e-5	2.720287947941399e-5	9.399781116641546e-7	0.36650359599492527	9082.06764210394
Adipose_Visceral_Omentum	Astle_et_al_2016_Monocyte_count	0.006054565807676358	3.639870869996722e-5	3.7061321955112204e-5	0	0.3922310984081432	7389.488149212699
Adipose_Visceral_Omentum	Astle_et_al_2016_Reticulocyte_count	0.006249757078770686	4.3966324788516e-5	3.329505400433125e-5	9.229420062921113e-7	0.39223480844704633	7389.838561819154
Adipose_Subcutaneous	GIANT_HEIGHT	0.0059670222474536025	2.932140199935146e-5	2.3884941510770816e-5	3.6783400211840275e-19	0.3661559256279166	9064.880715921205
Adrenal_Gland	UKB_20002_1065_self_reported_hypertension	0.004122655418345157	1.117823058665828e-5	9.958703761929223e-6	6.100745168109849e-17	0.628041008949317	4599.160470081918
Adipose_Visceral_Omentum	Astle_et_al_2016_High_light_scatter_reticulocyte_count	0.006171399055400891	4.196482475757335e-5	3.214944629842021e-5	3.1960002912750797e-6	0.39218802182375045	7389.843364719154
Adrenal_Gland	Astle_et_al_2016_Monocyte_count	0.006198615555658331	4.130456390076228e-5	1.9175402442662256e-5	2.0013104907274783e-19	0.6279647511923849	4594.570492635044
Adrenal_Gland	Astle_et_al_2016_Granulocyte_count	0.006088430755380514	4.303299022036124e-5	2.273469943528268e-5	1.1170128379007461e-7	0.6278910039675097	4594.652001175044
Adrenal_Gland	Astle_et_al_2016_Red_blood_cell_count	0.006085703040202532	3.186217817010876e-5	2.391573940326954e-5	0	0.6279473305631634	4594.7757895950435
Adrenal_Gland	MAGIC_FastingGlucose	0.0074746803601641746	3.105878433281367e-5	4.6661039837188696e-5	1.1916786029626021e-7	0.6281367104072685	4595.0808343762255
Adipose_Visceral_Omentum	Astle_et_al_2016_Sum_basophil_neutrophil_counts	0.0060125520996995386	4.062050749639747e-5	3.5874785657533574e-5	3.948405292304986e-7	0.39217341269047856	7389.733646999154
Adipose_Visceral_Omentum	IBD.EUR.Crohns_Disease	0.013778562869224761	1.3808134114282595e-4	2.1254815454164333e-4	2.6487701159270964e-17	0.39198990768528835	7396.404976528752
Adipose_Visceral_Omentum	ENIGMA_Intracraneal_Volume	0.016494015130375274	1.6858467644222672e-4	3.28405834203602e-4	0	0.3921440505566926	7391.305488807048
Adipose_Visceral_Omentum	Astle_et_al_2016_Red_blood_cell_count	0.006070642311357237	3.304526884545943e-5	2.8646283559577596e-5	5.041274984287318e-7	0.3922171162684852	7389.843488979154
Adipose_Subcutaneous	Astle_et_al_2016_Neutrophil_count	0.006074989701745922	3.870566526697077e-5	3.640142570061359e-5	5.402637097373774e-8	0.36650342674173386	9081.78364110394
Adrenal_Gland	UKB_1160_Sleep_duration	0.0035362672364073486	7.513827167870663e-6	7.236221957493328e-6	2.752847887071092e-7	0.6280705086290524	4599.160470081918
Adipose_Subcutaneous	Astle_et_al_2016_Red_blood_cell_count	0.006140565035629673	3.447554637249363e-5	3.0375317041851905e-5	0	0.3664982093066749	9082.09353962394
Adipose_Subcutaneous	Astle_et_al_2016_Monocyte_count	0.00615453839806559	4.047627431795396e-5	3.452158371186547e-5	2.022144015155919e-6	0.36649921834940524	9081.694045482163
Adipose_Visceral_Omentum	Astle_et_al_2016_Platelet_count	0.006363158455051197	3.747110992633445e-5	2.611869349910008e-5	1.2726889684287811e-6	0.39218990204558685	7389.642936459154
Adrenal_Gland	UKB_20002_1313_self_reported_ankylosing_spondylitis	0.003267595694801107	1.2347448265297586e-5	5.5077707761017175e-6	2.72997497460377e-7	0.6280750398594056	4599.160470081918
Adipose_Subcutaneous	Astle_et_al_2016_Myeloid_white_cell_count	0.006150802149311631	4.105148883947122e-5	3.702346234475778e-5	4.2232901411180236e-21	0.36639556254483957	9081.87245214394
Adrenal_Gland	IBD.EUR.Inflammatory_Bowel_Disease	0.01095902405586771	9.12068577564837e-5	8.203454277962273e-5	1.625651322132172e-6	0.6283825616167109	4594.993429153304
Adipose_Visceral_Omentum	UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	0.0031409204961044593	6.670052523778875e-6	1.1351517789586315e-5	4.2923928709900815e-19	0.3924232811597419	7400.831068442874
Adipose_Visceral_Omentum	IBD.EUR.Ulcerative_Colitis	0.011893399708965646	1.1235882490271484e-4	1.6600686329924205e-4	6.763437463300803e-20	0.39152744949891927	7391.215460836375
Adrenal_Gland	GEFOS_Forearm	0.007389522158426021	3.0493739605736163e-5	5.711897852132387e-5	0	0.6274510100806074	-10505.469394014059
Adrenal_Gland	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	0.0039064819091234404	1.3033051633426964e-5	7.799468697012643e-6	3.1452427149037656e-7	0.6280324673232095	4599.160470081918
Adrenal_Gland	UKB_20002_1265_self_reported_migraine	0.002935876427795682	5.076871747700905e-6	8.161326079095156e-6	1.2622071310735165e-7	0.6280312774392305	4599.160470081918
Adipose_Subcutaneous	ENIGMA_Intracraneal_Volume	0.016703248330369742	1.85142293161941e-4	3.138385809086167e-4	7.1380453199265954e-06	0.36661067473466974	9082.900303249477
Adipose_Visceral_Omentum	UKB_20002_1289_self_reported_schizophrenia	0.0029296969723313256	5.9244656853020195e-6	1.1837201996949112e-5	2.1337458417126148e-7	0.3924247713638337	7400.831068442874
Adipose_Subcutaneous	Astle_et_al_2016_Platelet_count	0.006373368598837306	3.8128951149221896e-5	2.8419765408428302e-5	2.691532313327281e-7	0.366489476154869	9081.87642444394
Adipose_Visceral_Omentum	Jones_et_al_2016_SleepDuration	0.005013638673061634	1.6905083374721327e-5	3.47730136831113e-5	5.005172494246212e-7	0.3908040633537782	7378.0170906748945
Adrenal_Gland	UKB_20002_1289_self_reported_schizophrenia	0.0027684697497988705	4.932292266944186e-6	7.701948288748574e-6	2.455347034703592e-7	0.6280752330030624	4599.160470081918
Adrenal_Gland	BCAC_Overall_BreastCancer_EUR	0.005396623106643681	1.7633640734756412e-5	2.3661652610302674e-5	0	0.627696175262151	4601.311632456896
Adipose_Visceral_Omentum	pgc.scz2	0.0058878909591100785	2.476597663324774e-5	2.836583460198023e-5	1.3798518107587386e-18	0.39113513181332527	7397.323238594691
Adrenal_Gland	MAGNETIC_LDL.C	0.015220216309918334	1.5116397717184133e-4	2.231170579531533e-4	4.060728446028901e-17	0.6278263687559322	4558.789918017101
Adipose_Visceral_Omentum	Astle_et_al_2016_Granulocyte_count	0.006055338522811198	4.216375889890341e-5	3.653920900215303e-5	1.044542559442636e-6	0.3922315301483559	7389.697792919154
Adipose_Visceral_Omentum	MAGNETIC_HDL.C	0.012782373471310018	1.1607024880224728e-4	2.567015436838906e-4	0	0.39229811222919736	7322.921391587278
Adipose_Subcutaneous	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	0.006114800433427872	4.0092080747665676e-5	3.6563680369932995e-5	0	0.3664948112397992	9081.75949604394
Adipose_Visceral_Omentum	UKB_20002_1222_self_reported_type_1_diabetes	0.0030577146141326154	7.919835254086475e-6	1.069854932173485e-5	1.8917475180942624e-7	0.392431852594849	7400.831068442874
Adipose_Subcutaneous	pgc.scz2	0.006011479057733507	2.6226134091311052e-5	2.836513970231162e-5	4.51616191995683e-18	0.36576933926735167	9087.226566493
Adrenal_Gland	Astle_et_al_2016_Eosinophil_counts	0.006058550392306413	4.2387688104436975e-5	2.008099260271545e-5	3.2059989723561166e-18	0.6279397140425746	4594.644081115043
Adrenal_Gland	Astle_et_al_2016_Reticulocyte_count	0.0062210659095561695	4.149417592156267e-5	2.441507279068935e-5	5.604070328277354e-7	0.6279656130897533	4594.737430835044
Adrenal_Gland	UKB_20002_1243_self_reported_psychological_or_psychiatric_problem	0.00275296264540107	4.732946228994766e-6	6.578635661120817e-6	0	0.6280379976077425	4599.160470081918
Adipose_Subcutaneous	GEFOS_Forearm	0.007858928860218118	3.849764769912858e-5	1.0061232754966047e-4	2.6134359125526e-6	0.3667155659887428	-19326.224145056673
Adipose_Subcutaneous	IBD.EUR.Inflammatory_Bowel_Disease	0.011187017179209896	9.677848942130753e-5	1.3365614111553428e-4	1.6273766569486193e-7	0.36648449338668926	9076.856944830235
Adipose_Visceral_Omentum	Astle_et_al_2016_Lymphocyte_counts	0.006469371473785236	5.5301501702303994e-5	4.343817533893354e-5	1.0489254766135303e-22	0.39222946120242863	7389.500331859154
Adipose_Subcutaneous	Astle_et_al_2016_Reticulocyte_count	0.006283629087841039	4.290825445765856e-5	3.0398443897180582e-5	8.424334361732559e-21	0.36650359465603954	9082.01244346394
Adrenal_Gland	UKB_2395_3_Hair_or_balding_pattern_Pattern_3	0.004462595545779065	1.1483845554393264e-5	1.8601626696976432e-5	0	0.6279858670501123	4599.160470081918
Adrenal_Gland	IBD.EUR.Crohns_Disease	0.01345223235225948	1.1902696572423151e-4	1.3306344620386902e-4	0	0.6275363643196329	4596.670584307496
Adipose_Subcutaneous	Jones_et_al_2016_Chronotype	0.005403204953116493	2.06148988249489e-5	3.341632621102592e-5	1.8401474496499796e-18	0.36575612240847655	9068.016611447978
Adipose_Visceral_Omentum	Astle_et_al_2016_Eosinophil_counts	0.006020871559040367	4.018306806938947e-5	3.5150355768695856e-5	0	0.3922299898603541	7389.661826399154
Adipose_Subcutaneous	Jones_et_al_2016_SleepDuration	0.0050365638375671675	1.681174664280077e-5	3.972232467189805e-5	7.501060710100172e-7	0.3649521198816205	9068.208413207487
Adrenal_Gland	UKB_G43_Diagnoses_main_ICD10_G43_Migraine	0.0027840529590946535	4.6404883122235394e-6	6.616895950430481e-6	0	0.6280688299596547	4599.160470081918
Adipose_Visceral_Omentum	Astle_et_al_2016_Sum_eosinophil_basophil_counts	0.006027539568961745	3.9747493591563046e-5	3.487802181417517e-5	0	0.39220460520315903	7389.652078879154
Adrenal_Gland	UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	0.0030763231235254145	6.075134217800862e-6	6.960768641751744e-6	4.1276914065310996e-7	0.6280733477282638	4599.160470081918
Adrenal_Gland	UKB_20002_1616_self_reported_insomnia	0.002752973918006088	4.336108452384129e-6	6.8374690635324215e-6	3.5259255036653044e-19	0.6280362217813793	4599.160470081918
Adipose_Subcutaneous	Astle_et_al_2016_Sum_eosinophil_basophil_counts	0.006036983190366883	3.943022816442733e-5	3.022574710522062e-5	0	0.36644143229275317	9081.86937412394
Adrenal_Gland	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	0.006077856542739071	4.2536825129705035e-5	2.2751190958140477e-5	0	0.6277932420466129	4594.602964415043
Adrenal_Gland	Astle_et_al_2016_Platelet_count	0.006212760558384949	3.4808651053245796e-5	1.952017321944882e-5	1.9159021897242688e-18	0.6277628836486763	4594.678757095043
Adrenal_Gland	UKB_20002_1466_self_reported_gout	0.0030418233347043935	5.485197549069814e-6	7.00202748856632e-6	1.1893483584632996e-7	0.6280606092821827	4599.160470081918
Adipose_Visceral_Omentum	Astle_et_al_2016_White_blood_cell_count	0.0064282001349958455	5.622137866261566e-5	4.543089339122275e-5	2.0130007854218798e-23	0.39221876502870967	7389.8561242191545
Adrenal_Gland	ENIGMA_Intracraneal_Volume	0.01586647098985879	1.436519210790476e-4	1.9662313957476385e-4	0	0.6273188393581511	4595.721922478789
Adipose_Visceral_Omentum	IMMUNOBASE_Systemic_lupus_erythematosus_hg19	0.01382205476026942	2.2507741143423107e-4	2.2412995404857814e-4	0	0.3718532476403775	7387.787267087809
Adipose_Subcutaneous	IBD.EUR.Ulcerative_Colitis	0.012074418857779066	1.1966925887085982e-4	1.7115296258473107e-4	8.5119662087849e-6	0.36616609644171744	9080.803441211372
Adrenal_Gland	UKB_20002_1222_self_reported_type_1_diabetes	0.0030325820890174577	7.811961401378096e-6	7.319764003101815e-6	5.298563357063016e-19	0.6280694413575995	4599.160470081918
Adrenal_Gland	MAGNETIC_HDL.C	0.012297164240662076	9.856992725673575e-5	1.6366320513032165e-4	0	0.6278350002042694	4560.8693840674205
